Numero Ordem,Operador,Produto,Ocorrência,Data Inicio,Hora Inicio,Data Fim,Hora Fim,Total Horas,Qtd Aprovada,Qtd Rejeitada
2166,Luiza Cabral,Home Theater System 5.1 Channel M513 Silver,Controle de Qualidade,2021-03-22,13:34:28,2021-03-22,13:54:16,0.3299999999580905,0,0
2165,Marcos Nucci,Coffee Maker 12C M1000 Silver,,2021-03-22,07:16:02,2021-03-22,07:21:30,0.09111111128004268,70,0
2166,Isabela Resende,Home Theater System 5.1 Channel M513 Silver,Falha Operador,2021-03-26,11:50:12,2021-03-26,12:45:08,0.9155555556644686,273,0
2167,Antonio Manhães,Stereo Bluetooth Headphones New Generation M370 Orange,,2021-03-22,16:44:15,2021-03-22,17:05:10,0.34861111122881994,340,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,Preparação de Máquina,2021-03-23,11:42:00,2021-03-23,12:47:00,1.0833333335467614,0,0
2154,Luiza Cabral,Home Theater System 4.1 Channel M413 Brown,Controle de Qualidade,2021-03-21,09:17:51,2021-03-21,09:42:25,0.4094444444635883,0,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,Falha Operador,2021-03-21,11:02:33,2021-03-21,13:07:45,2.0866666667279787,41,0
2168,Isabela Resende,Combat Flight Simulator 2 M400,Preparação de Máquina,2021-03-22,14:10:28,2021-03-22,14:45:41,0.5869444445706904,0,0
2168,Luiza Cabral,Combat Flight Simulator 2 M400,Controle de Qualidade,2021-03-26,16:03:48,2021-03-26,16:23:53,0.33472222223645076,0,0
2168,Isabela Resende,Combat Flight Simulator 2 M400,,2021-03-22,14:58:16,2021-03-22,16:58:44,2.0077777779079042,147,0
2169,Antonio Manhães,17'' Oscillating Pedestal Fan M125 Blue,,2021-03-26,15:42:20,2021-03-26,16:03:06,0.34611111116828397,161,0
2170,Antonio Manhães,Home Theater System 4.1 Channel M412 Brown,Peça Danificada,2021-03-26,10:20:30,2021-03-26,11:15:32,0.9172222223714925,168,0
2171,Luiza Cabral,Rise of Nations2009 E152,Controle de Qualidade,2021-03-23,11:29:28,2021-03-23,11:46:03,0.2763888888875954,0,0
2171,Manuela Merege,Rise of Nations2009 E152,Preparação de Máquina,2021-03-22,12:52:42,2021-03-22,13:09:43,0.28361111105186865,0,0
2171,Alexandre Rodriguez,Rise of Nations2009 E152,,2021-03-24,11:02:15,2021-03-24,11:48:41,0.7738888888852671,115,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,,2021-03-19,15:36:52,2021-03-19,15:52:40,0.2633333334233612,27,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,Manutenção Elétrica,2021-03-14,12:32:59,2021-03-14,13:32:44,0.9958333333488554,0,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,,2021-03-14,13:36:46,2021-03-14,16:22:19,2.7591666665975936,14,0
2152,Giuseppe Bhering,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-26,11:03:24,2021-03-26,15:04:07,4.011944444559049,211,0
2153,Alexandre Rodriguez,22xDVD X680 Black,,2021-03-27,17:19:58,2021-03-27,18:50:23,1.5069444444961846,40,0
2172,Tiago Pereira,MechWarrior 4: Mercenaries E117,,2021-03-22,11:16:05,2021-03-22,11:31:52,0.2630555557552725,276,0
2173,Tiago Pereira,Home Theater System 2.1 Channel M1210 Black,Preparação de Máquina,2021-03-24,09:42:46,2021-03-24,10:07:20,0.4094444444635883,0,0
2173,Luiza Cabral,Home Theater System 2.1 Channel M1210 Black,Controle de Qualidade,2021-03-26,10:07:58,2021-03-26,10:27:33,0.32638888905057684,0,0
2173,Tiago Pereira,Home Theater System 2.1 Channel M1210 Black,,2021-03-28,12:11:31,2021-03-28,12:56:59,0.7577777778496966,97,0
2174,Luiza Cabral,DVD Movies E100 Yellow,Controle de Qualidade,2021-03-25,16:08:50,2021-03-25,16:25:41,0.280833333497867,0,0
2174,Thays Castro,DVD Movies E100 Yellow,Preparação de Máquina,2021-03-27,08:30:37,2021-03-27,08:47:34,0.282500000030268,0,0
2174,Thays Castro,DVD Movies E100 Yellow,,2021-03-26,11:50:21,2021-03-26,12:06:44,0.27305555547354743,387,0
2175,Luiza Cabral,MechWarrior 4: Vengeance X800,Controle de Qualidade,2021-03-23,09:30:40,2021-03-23,09:47:50,0.2861111111124046,0,0
2175,Thays Castro,MechWarrior 4: Vengeance X800,Preparação de Máquina,2021-03-27,08:11:37,2021-03-27,08:28:34,0.28250000020489097,0,0
2175,Thays Castro,MechWarrior 4: Vengeance X800,,2021-03-28,12:25:47,2021-03-28,12:57:42,0.53194444446126,192,0
2176,Antonio Manhães,Lens Adapter M450 Silver,,2021-03-22,12:08:04,2021-03-22,12:28:19,0.3374999997904524,17,4
2159,Yasser Calbucci,Home Theater System 5.1 Channel M513 Black,,2021-03-23,10:00:37,2021-03-23,11:46:04,1.7575000001234002,54,0
2177,Luiza Cabral,Home Theater System 2.1 Channel E1220 Brown,Controle de Qualidade,2021-03-22,12:52:08,2021-03-22,13:08:52,0.27888888912275434,0,0
2177,Thays Castro,Home Theater System 2.1 Channel E1220 Brown,Preparação de Máquina,2021-03-27,12:01:09,2021-03-27,12:18:02,0.28138888883404434,0,0
2177,Thays Castro,Home Theater System 2.1 Channel E1220 Brown,,2021-03-22,10:38:38,2021-03-22,12:45:05,2.1074999998672865,221,0
2178,Thays Castro,Zoo Tycoon Dinosaur Digs X200,,2021-03-23,16:11:34,2021-03-23,16:38:24,0.44722222216660157,51,0
2179,Alexandre Rodriguez,Water Heater 1.5GPM E0800 White,Preparação de Máquina,2021-03-27,08:02:50,2021-03-27,09:19:28,1.2772222223575227,0,0
2179,Luiza Cabral,Water Heater 1.5GPM E0800 White,Controle de Qualidade,2021-03-24,07:36:29,2021-03-24,07:53:46,0.28805555548751727,0,0
2179,Alexandre Rodriguez,Water Heater 1.5GPM E0800 White,,2021-03-26,09:06:29,2021-03-26,09:33:20,0.4475000000093132,103,0
2180,Luiza Cabral,Age of Empires III: The Asian Dynasties M190,Controle de Qualidade,2021-03-27,08:42:26,2021-03-27,08:59:21,0.28194444434484467,0,0
2180,Thays Castro,Age of Empires III: The Asian Dynasties M190,Preparação de Máquina,2021-03-22,16:54:37,2021-03-22,17:11:36,0.2830555555410683,0,0
2038,Thays Castro,Dungeon 2007 E141,,2021-03-22,12:52:34,2021-03-22,13:00:20,0.1294444443192333,157,0
2181,Antonio Manhães,2GB Spy Video Recorder Pen M300 Silver,,2021-03-27,13:50:36,2021-03-27,14:40:51,0.8374999998486601,84,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,Preparação de Máquina,2021-03-18,07:39:13,2021-03-18,08:49:14,1.1669444442959502,0,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-22,13:07:41,2021-03-22,18:08:15,5.009444444440305,211,0
1945,Andressa Chou,Home Theater System 5.1 Channel M513 Brown,Controle de Qualidade,2021-03-17,08:46:54,2021-03-17,09:06:31,0.32694444456137717,0,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,,2021-03-16,11:18:49,2021-03-16,12:39:02,1.3369444443960674,14,0
2165,Marcos Nucci,Coffee Maker 12C M1000 Silver,Preparação de Máquina,2021-03-22,13:34:36,2021-03-22,14:14:20,0.6622222224832512,0,0
2165,Luiza Cabral,Coffee Maker 12C M1000 Silver,Controle de Qualidade,2021-03-24,07:37:21,2021-03-24,07:57:16,0.33194444433320314,0,0
2165,Marcos Nucci,Coffee Maker 12C M1000 Silver,,2021-03-27,17:44:27,2021-03-27,17:55:02,0.17638888891087845,70,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Preparação de Máquina,2021-03-24,10:43:06,2021-03-24,11:27:45,0.7441666667000391,0,0
2182,Luiza Cabral,Zoo Tycoon Marine Mania 2009 E160,Controle de Qualidade,2021-03-26,10:57:30,2021-03-26,11:17:17,0.3297222221153788,0,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Falha Equipamento,2021-03-25,17:19:41,2021-03-25,19:09:36,1.8319444445078261,123,0
2172,Tiago Pereira,MechWarrior 4: Mercenaries E117,Preparação de Máquina,2021-03-24,13:33:53,2021-03-24,14:04:01,0.502222222450655,0,0
2172,Andressa Chou,MechWarrior 4: Mercenaries E117,Controle de Qualidade,2021-03-26,08:21:42,2021-03-26,08:41:49,0.3352777777472511,0,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,Manutenção Mecânica,2021-03-25,16:38:21,2021-03-25,17:22:56,0.7430555556784384,0,0
2172,Tiago Pereira,MechWarrior 4: Mercenaries E117,,2021-03-27,10:32:27,2021-03-27,11:18:11,0.7622222222853452,276,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,Falha Operador,2021-03-25,16:41:40,2021-03-25,19:06:16,2.4100000002072193,41,0
2153,Chan Santos,22xDVD X680 Black,,2021-03-22,07:37:55,2021-03-22,08:38:24,1.0080555556342006,40,0
2183,Tiago Pereira,Home Theater System 7.1 Channel M710 Black,Preparação de Máquina,2021-03-28,12:55:26,2021-03-28,13:25:45,0.5052777778473683,0,0
2183,Luiza Cabral,Home Theater System 7.1 Channel M710 Black,Controle de Qualidade,2021-03-25,16:37:21,2021-03-25,16:54:14,0.2813888890086673,0,0
2183,Isabela Resende,Home Theater System 7.1 Channel M710 Black,,2021-03-24,12:26:56,2021-03-24,18:30:38,6.06166666658828,20,0
2184,Antonio Manhães,8GB Super-Slim MP3/Video Player M800 Red,,2021-03-27,17:44:18,2021-03-27,18:14:28,0.5027777777868323,397,0
2185,Antonio Manhães,Zoo Tycoon2009 E170,,2021-03-24,09:58:45,2021-03-24,10:38:57,0.6700000001583248,196,0
2186,Thays Castro,Combat Flight Simulator 2009 E177,Preparação de Máquina,2021-03-23,08:18:40,2021-03-23,08:38:37,0.33250000019324943,0,0
2186,Luiza Cabral,Combat Flight Simulator 2009 E177,Controle de Qualidade,2021-03-26,17:20:50,2021-03-26,17:38:01,0.28638888895511627,0,0
2186,Thays Castro,Combat Flight Simulator 2009 E177,,2021-03-22,17:29:46,2021-03-22,18:00:34,0.5133333333651535,248,0
2180,Thays Castro,Age of Empires III: The Asian Dynasties M190,,2021-03-23,08:34:39,2021-03-23,08:56:18,0.36083333333954215,278,0
2187,Marcos Nucci,Home Theater System 2.1 Channel E211 Brown,Preparação de Máquina,2021-03-23,14:47:46,2021-03-23,15:37:25,0.8274999999557622,0,0
2187,Marcos Nucci,Home Theater System 2.1 Channel E211 Brown,Falha Operador,2021-03-27,10:10:25,2021-03-27,10:40:05,0.4944444446009584,0,0
2187,Luiza Cabral,Home Theater System 2.1 Channel E211 Brown,Controle de Qualidade,2021-03-25,13:47:08,2021-03-25,14:07:03,0.33194444433320314,0,0
2187,Marcos Nucci,Home Theater System 2.1 Channel E211 Brown,,2021-03-23,08:41:25,2021-03-23,12:01:38,3.336944444454275,142,0
2188,Tiago Pereira,Home Theater System 5.1 Channel M1510 White,Preparação de Máquina,2021-03-24,09:50:24,2021-03-24,10:20:17,0.498055555508472,0,0
2188,Andressa Chou,Home Theater System 5.1 Channel M1510 White,Controle de Qualidade,2021-03-23,08:39:33,2021-03-23,08:59:50,0.3380555556504987,0,0
2188,Yasser Calbucci,Home Theater System 5.1 Channel M1510 White,,2021-03-24,10:20:47,2021-03-24,12:05:11,1.7400000000488944,196,49
2188,Isabela Resende,Home Theater System 5.1 Channel M1510 White,,2021-03-27,15:43:55,2021-03-27,16:19:33,0.593888888892252,196,0
2189,Antonio Manhães,4GB Portable MP3 Player M450 White,,2021-03-27,09:18:52,2021-03-27,09:39:26,0.34277777757961303,320,0
2178,Luiza Cabral,Zoo Tycoon Dinosaur Digs X200,Controle de Qualidade,2021-03-26,14:39:59,2021-03-26,14:56:55,0.2822222221875563,0,0
2178,Thays Castro,Zoo Tycoon Dinosaur Digs X200,Preparação de Máquina,2021-03-22,17:08:53,2021-03-22,17:25:49,0.2822222221875563,0,0
2190,Chan Santos,Home Theater System 5.1 Channel M1540 Silver,Preparação de Máquina,2021-03-22,15:33:07,2021-03-22,15:52:41,0.3261111110332422,0,0
2190,Luiza Cabral,Home Theater System 5.1 Channel M1540 Silver,Controle de Qualidade,2021-03-24,12:35:34,2021-03-24,13:00:49,0.4208333333954215,0,0
2190,Chan Santos,Home Theater System 5.1 Channel M1540 Silver,,2021-03-28,10:43:41,2021-03-28,11:59:19,1.2605555556365289,17,0
2191,Pedro Macckione,Wireless Bluetooth Stereo Headphones M270 Pink,Preparação de Máquina,2021-03-22,07:00:46,2021-03-22,08:00:49,1.0008333332953043,0,0
2191,Luiza Cabral,Wireless Bluetooth Stereo Headphones M270 Pink,Controle de Qualidade,2021-03-25,16:14:18,2021-03-25,16:34:01,0.32861111126840115,0,0
2191,Pedro Macckione,Wireless Bluetooth Stereo Headphones M270 Pink,,2021-03-23,12:50:24,2021-03-23,13:40:46,0.8394444443983957,176,0
2192,Amanda Braga,Home Theater System 5.1 Channel M510 Black,Preparação de Máquina,2021-03-27,12:22:11,2021-03-27,13:22:26,1.0041666667093523,0,0
2192,Amanda Braga,Home Theater System 5.1 Channel M510 Black,Falha Operador,2021-03-23,12:25:47,2021-03-23,13:00:48,0.5836111109820195,241,0
2192,Luiza Cabral,Home Theater System 5.1 Channel M510 Black,Controle de Qualidade,2021-03-22,10:21:04,2021-03-22,10:40:52,0.33000000013271347,0,0
2193,Marcos Nucci,Home Theater System 2.1 Channel M1230 Black,Preparação de Máquina,2021-03-28,17:19:24,2021-03-28,18:04:42,0.7550000001210719,0,0
2193,Andressa Chou,Home Theater System 2.1 Channel M1230 Black,Controle de Qualidade,2021-03-22,07:56:21,2021-03-22,08:16:26,0.33472222223645076,0,0
2193,Marcos Nucci,Home Theater System 2.1 Channel M1230 Black,,2021-03-22,08:32:56,2021-03-22,08:58:34,0.4272222222061828,184,0
2194,Isabela Resende,Home Theater System 5.1 Channel M1500 Silver,Preparação de Máquina,2021-03-26,08:38:41,2021-03-26,09:13:29,0.5800000000745058,0,0
2194,Andressa Chou,Home Theater System 5.1 Channel M1500 Silver,Controle de Qualidade,2021-03-23,12:44:30,2021-03-23,13:04:27,0.33250000001862645,0,0
2194,Isabela Resende,Home Theater System 5.1 Channel M1500 Silver,,2021-03-28,10:59:31,2021-03-28,11:14:57,0.2572222221060656,395,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,Falha Operador,2021-03-16,07:23:31,2021-03-16,08:28:09,1.0772222222294658,14,0
1945,Mariana Miranda,Home Theater System 5.1 Channel M513 Brown,Outros,2021-03-18,16:55:47,2021-03-18,17:40:46,0.7497222223319113,0,0
2195,Isabela Resende,Classic Flight Collection2009 E164,Preparação de Máquina,2021-03-25,17:35:40,2021-03-25,18:35:53,1.003611111198552,0,0
2195,Isabela Resende,Classic Flight Collection2009 E164,Falha Operador,2021-03-24,15:57:27,2021-03-24,16:57:41,1.0038888888666406,179,0
2195,Luiza Cabral,Classic Flight Collection2009 E164,Controle de Qualidade,2021-03-23,14:46:19,2021-03-23,15:06:07,0.3299999999580905,0,0
2153,Julia Penteado,22xDVD X680 Black,,2021-03-21,15:34:25,2021-03-21,16:14:55,0.6750000001047738,40,0
2175,Chan Santos,MechWarrior 4: Vengeance X800,,2021-03-23,15:55:00,2021-03-23,17:10:30,1.2583333334187046,192,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Falta de acessório,2021-03-27,16:36:55,2021-03-27,17:21:42,0.7463888889178634,0,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,,2021-03-26,10:52:19,2021-03-26,12:22:54,1.5097222222248092,62,0
2196,Luiza Cabral,Primary Extended Capacity Battery Pack - notebook battery X100 Black,Controle de Qualidade,2021-03-22,15:09:39,2021-03-22,15:34:49,0.4194444443564862,0,0
2196,Chan Santos,Primary Extended Capacity Battery Pack - notebook battery X100 Black,Preparação de Máquina,2021-03-28,17:18:06,2021-03-28,17:38:13,0.3352777779218741,0,0
2196,Chan Santos,Primary Extended Capacity Battery Pack - notebook battery X100 Black,,2021-03-27,13:40:31,2021-03-27,16:31:20,2.8469444444635883,90,0
2197,Mariana Miranda,MechWarrior 4: Knight E121,Preparação de Máquina,2021-03-27,09:41:46,2021-03-27,10:31:32,0.8294444445054978,0,0
2197,Luiza Cabral,MechWarrior 4: Knight E121,Controle de Qualidade,2021-03-27,15:21:36,2021-03-27,15:41:22,0.32944444444729015,0,0
2197,Mariana Miranda,MechWarrior 4: Knight E121,,2021-03-23,09:00:26,2021-03-23,09:36:17,0.5975000001490116,130,0
2198,Luiza Cabral,Home Theater System 5.1 Channel M512 Silver,Controle de Qualidade,2021-03-22,16:30:52,2021-03-22,16:50:00,0.31888888886896893,0,0
2198,Chan Santos,Home Theater System 5.1 Channel M512 Silver,Preparação de Máquina,2021-03-22,17:13:12,2021-03-22,17:30:04,0.28111111134057865,0,0
2198,Chan Santos,Home Theater System 5.1 Channel M512 Silver,,2021-03-22,17:13:47,2021-03-22,17:53:03,0.6544444444589317,379,0
2199,Luiza Cabral,Wireless Transmitter and Bluetooth Headphones M150 Silver,Controle de Qualidade,2021-03-24,16:15:27,2021-03-24,16:33:08,0.2947222223156132,0,0
2199,Chan Santos,Wireless Transmitter and Bluetooth Headphones M150 Silver,Preparação de Máquina,2021-03-22,12:49:41,2021-03-22,13:06:15,0.27611111104488373,0,0
2199,Chan Santos,Wireless Transmitter and Bluetooth Headphones M150 Silver,,2021-03-23,07:12:43,2021-03-23,07:53:27,0.6788888890296221,189,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,Falha Operador,2021-03-26,16:54:29,2021-03-26,17:54:16,0.9963888888596557,0,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-21,09:29:31,2021-03-21,13:29:44,4.003611111198552,211,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-23,17:19:58,2021-03-23,17:35:51,0.2647222221130505,211,0
2200,Mariana Miranda,Zoo Tycoon2009 E170,Preparação de Máquina,2021-03-26,16:09:07,2021-03-26,16:58:41,0.8261111110914499,0,0
2200,Luiza Cabral,Zoo Tycoon2009 E170,Controle de Qualidade,2021-03-24,14:56:50,2021-03-24,15:16:45,0.33194444433320314,0,0
2200,Mariana Miranda,Zoo Tycoon2009 E170,,2021-03-28,09:03:27,2021-03-28,09:29:18,0.4308333332883194,187,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Manutenção Elétrica,2021-03-25,12:54:09,2021-03-25,14:29:01,1.5811111112125218,0,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Falha Operador,2021-03-22,16:49:35,2021-03-22,17:14:21,0.41277777787763625,0,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,,2021-03-28,17:51:48,2021-03-28,20:17:30,2.428333333285991,123,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,Falta de acessório,2021-03-23,13:50:44,2021-03-23,14:45:26,0.9116666667396203,0,0
2182,Marcos Nucci,Zoo Tycoon Marine Mania 2009 E160,,2021-03-28,14:10:36,2021-03-28,14:36:02,0.4238888887921348,62,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,Falha Operador,2021-03-26,08:20:07,2021-03-26,08:55:21,0.5872222222387791,0,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-23,13:40:39,2021-03-23,14:21:24,0.6791666666977108,211,0
2152,Pedro Macckione,Stereo Bluetooth Headphones New Generation M370 Yellow,,2021-03-22,16:53:46,2021-03-22,17:14:14,0.34111111104721203,211,0
2201,Tiago Pereira,Hand Games women M40 Black,Preparação de Máquina,2021-03-24,14:10:11,2021-03-24,14:39:49,0.49388888891553506,0,0
2201,Andressa Chou,Hand Games women M40 Black,Controle de Qualidade,2021-03-24,11:15:13,2021-03-24,11:35:13,0.3333333335467614,0,0
2201,Tiago Pereira,Hand Games women M40 Black,,2021-03-22,14:40:16,2021-03-22,15:30:30,0.8372222221805714,9,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,,2021-03-27,09:54:52,2021-03-27,10:55:33,1.0113888888736255,41,0
2183,Isabela Resende,Home Theater System 7.1 Channel M710 Black,Outros,2021-03-28,15:08:47,2021-03-28,16:53:28,1.7447222223272547,0,0
2183,Isabela Resende,Home Theater System 7.1 Channel M710 Black,,2021-03-22,09:46:48,2021-03-22,10:57:34,1.17944444459863,20,0
2183,Isabela Resende,Home Theater System 7.1 Channel M710 Black,Preparação de Máquina,2021-03-24,11:11:54,2021-03-24,11:36:31,0.4102777776424773,0,0
2183,Luiza Cabral,Home Theater System 7.1 Channel M710 Black,Controle de Qualidade,2021-03-22,12:13:49,2021-03-22,12:33:50,0.3336111112148501,0,0
2183,Isabela Resende,Home Theater System 7.1 Channel M710 Black,,2021-03-22,10:03:48,2021-03-22,12:09:28,2.0944444444030523,20,0
2183,Tiago Pereira,Home Theater System 7.1 Channel M710 Black,,2021-03-24,17:47:37,2021-03-24,19:07:54,1.338055555592291,39,0
2068,Amanda Braga,Hand Games women M40 Red,Preparação de Máquina,2021-03-20,17:23:51,2021-03-20,18:18:55,0.9177777778822929,0,0
2068,Luiza Cabral,Hand Games women M40 Red,Controle de Qualidade,2021-03-24,07:22:05,2021-03-24,07:41:55,0.3305555554688908,0,0
2068,Amanda Braga,Hand Games women M40 Red,,2021-03-21,12:56:36,2021-03-21,13:31:47,0.5863888888852671,164,0
2202,Julia Penteado,Age of Mythology: The Titans Expansion 2009 E148,,2021-03-24,17:28:28,2021-03-24,19:28:39,2.003055555629544,195,0
2203,Mariana Miranda,Gears of War 2008 M450,Preparação de Máquina,2021-03-23,13:52:19,2021-03-23,14:37:04,0.74583333323244,0,0
2203,Luiza Cabral,Gears of War 2008 M450,Controle de Qualidade,2021-03-27,07:08:33,2021-03-27,07:28:33,0.3333333335467614,0,0
2203,Mariana Miranda,Gears of War 2008 M450,,2021-03-23,14:10:19,2021-03-23,14:40:48,0.5080555554013699,323,0
2154,Andressa Chou,Home Theater System 4.1 Channel M413 Brown,Controle de Qualidade,2021-03-23,08:15:22,2021-03-23,01:25:03,41.161388888955116,0,0
2183,Tiago Pereira,Home Theater System 7.1 Channel M710 Black,Preparação de Máquina,2021-03-24,12:39:19,2021-03-24,13:08:59,0.4944444446009584,0,0
2183,Andressa Chou,Home Theater System 7.1 Channel M710 Black,Controle de Qualidade,2021-03-28,08:19:58,2021-03-28,08:39:43,0.3291666666045785,0,0
2183,Tiago Pereira,Home Theater System 7.1 Channel M710 Black,,2021-03-28,09:48:23,2021-03-28,11:14:09,1.4294444445404224,20,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,,2021-03-22,10:16:19,2021-03-22,13:51:55,3.5933333333814517,81,0
2204,Pedro Macckione,Hand Games for students E400 Black,Preparação de Máquina,2021-03-24,15:57:19,2021-03-24,16:42:09,0.7472222222713754,0,0
2204,Andressa Chou,Hand Games for students E400 Black,Controle de Qualidade,2021-03-22,16:59:48,2021-03-22,17:19:42,0.33166666666511446,0,0
2204,Pedro Macckione,Hand Games for students E400 Black,,2021-03-25,08:02:24,2021-03-25,09:48:03,1.7608333333628252,131,0
2193,Marcos Nucci,Home Theater System 2.1 Channel M1230 Black,,2021-03-26,09:24:46,2021-03-26,10:55:00,1.5038888889248483,184,0
2192,Amanda Braga,Home Theater System 5.1 Channel M510 Black,Falha Equipamento,2021-03-23,10:06:23,2021-03-23,11:11:37,1.0872222222969867,121,0
2194,Yasser Calbucci,Home Theater System 5.1 Channel M1500 Silver,,2021-03-22,13:46:51,2021-03-22,14:27:43,0.6811111112474464,198,0
2205,Antonio Manhães,8xDVD E100 Silver,,2021-03-23,13:31:52,2021-03-23,13:52:29,0.343611111107748,190,0
2206,Antonio Manhães,MechCommander 2 E123,,2021-03-25,16:26:50,2021-03-25,16:57:26,0.5099999999511056,167,0
2207,Luiza Cabral,DVD 38 DVD Storage Binder E25 Red,Controle de Qualidade,2021-03-27,09:14:59,2021-03-27,09:31:36,0.2769444443983957,0,0
2207,Thays Castro,DVD 38 DVD Storage Binder E25 Red,Preparação de Máquina,2021-03-28,09:05:11,2021-03-28,09:22:01,0.28055555548053235,0,0
2207,Thays Castro,DVD 38 DVD Storage Binder E25 Red,,2021-03-25,16:56:30,2021-03-25,17:27:51,0.5225000000791624,171,0
2196,Thays Castro,Primary Extended Capacity Battery Pack - notebook battery X100 Black,,2021-03-23,17:35:57,2021-03-23,19:16:27,1.6750000000465661,90,0
2208,Isabela Resende,Home Theater System 2.1 Channel M1210 Black,Preparação de Máquina,2021-03-25,15:37:35,2021-03-25,16:07:10,0.4930555555620231,0,0
2208,Andressa Chou,Home Theater System 2.1 Channel M1210 Black,Controle de Qualidade,2021-03-25,09:16:34,2021-03-25,09:36:44,0.3361111111007631,0,0
2208,Isabela Resende,Home Theater System 2.1 Channel M1210 Black,,2021-03-29,12:53:25,2021-03-29,13:39:03,0.7605555555783212,198,0
2209,Antonio Manhães,Train Simulator 2009 E174,Peça Danificada,2021-03-25,07:13:35,2021-03-25,07:58:48,0.7536111112567596,217,0
2210,Luiza Cabral,Halo 2 for Windows Vista M220,Controle de Qualidade,2021-03-31,17:08:18,2021-03-31,17:25:21,0.284166666562669,0,0
2210,Thays Castro,Halo 2 for Windows Vista M220,Preparação de Máquina,2021-03-27,16:26:15,2021-03-27,16:43:29,0.28722222230862826,0,0
2210,Thays Castro,Halo 2 for Windows Vista M220,,2021-03-25,12:15:16,2021-03-25,13:17:09,1.0313888888340443,60,0
2154,Mariana Miranda,Home Theater System 4.1 Channel M413 Brown,Falha Operador,2021-03-21,14:50:21,2021-03-21,19:55:07,5.0794444445637055,81,0
2193,Marcos Nucci,Home Theater System 2.1 Channel M1230 Black,,2021-03-22,07:46:08,2021-03-22,12:46:18,5.002777777786832,184,23
2192,Amanda Braga,Home Theater System 5.1 Channel M510 Black,Falha Equipamento,2021-03-23,09:45:22,2021-03-23,14:00:17,4.248611111193895,241,0
2211,Luiza Cabral,Home Theater System 7.1 Channel M1700 Black,Controle de Qualidade,2021-03-29,16:17:20,2021-03-29,16:34:26,0.28499999991618097,0,0
2211,Thays Castro,Home Theater System 7.1 Channel M1700 Black,Preparação de Máquina,2021-03-27,10:02:12,2021-03-27,10:19:03,0.280833333497867,0,0
2211,Thays Castro,Home Theater System 7.1 Channel M1700 Black,,2021-03-28,11:18:23,2021-03-28,11:55:06,0.6119444444775581,167,0
2212,Pedro Macckione,Home Theater System 5.1 Channel M1520 Black,Preparação de Máquina,2021-03-25,12:10:39,2021-03-25,13:05:14,0.9097222221898846,0,0
2212,Andressa Chou,Home Theater System 5.1 Channel M1520 Black,Controle de Qualidade,2021-03-28,08:05:08,2021-03-28,08:25:01,0.3313888889970258,0,0
2212,Pedro Macckione,Home Theater System 5.1 Channel M1520 Black,,2021-03-27,14:21:33,2021-03-27,15:42:12,1.3441666665603407,236,0
2201,Tiago Pereira,Hand Games women M40 Black,,2021-03-23,11:46:19,2021-03-23,16:46:47,5.007777777907904,5,0
2201,Tiago Pereira,Hand Games women M40 Black,,2021-03-24,09:49:58,2021-03-24,10:30:48,0.6805555555620231,9,0
2191,Pedro Macckione,Wireless Bluetooth Stereo Headphones M270 Pink,Peça Irregular,2021-03-22,13:16:02,2021-03-22,15:26:07,2.168055555783212,88,0
2213,Isabela Resende,Home Theater System 5.1 Channel M1520 Black,Preparação de Máquina,2021-03-25,12:13:06,2021-03-25,12:43:07,0.5002777779009193,0,0
